,@type_x,price,priceCurrency,itemCondition,availability,version,id,offeredBy.@type,offeredBy.telephone,offeredBy.name,offeredBy.address.@type,offeredBy.address.streetAddress,offeredBy.address.addressLocality,offeredBy.address.postalCode,offeredBy.address.addressCountry,itemOffered.@type,itemOffered.name,itemOffered.image,itemOffered.manufacturer,itemOffered.model,itemOffered.color,itemOffered.bodyType,itemOffered.identifier,itemOffered.productionDate,itemOffered.driveWheelConfiguration,itemOffered.vehicleTransmission,itemOffered.numberOfDoors,itemOffered.seatingCapacity,itemOffered.mileageFromOdometer.@type,itemOffered.mileageFromOdometer.value,itemOffered.mileageFromOdometer.unitText,itemOffered.vehicleInteriorType,itemOffered.numberOfPreviousOwners,itemOffered.hasEnergyConsumptionDetails.@type,itemOffered.hasEnergyConsumptionDetails.energyEfficiencyScaleMax,itemOffered.hasEnergyConsumptionDetails.energyEfficiencyScaleMin,itemOffered.hasEnergyConsumptionDetails.hasEnergyEfficiencyCategory,itemOffered.vehicleEngine,itemOffered.emissionsCO2,@type_y,fuelType,enginePower,engineDisplacement.@type,engineDisplacement.value,engineDisplacement.unitCode,enginevehicleEngine.fuelType,engineengineDisplacement.value,engineengineDisplacement.unitCode,@type,value,unitCode,engine_detailsenginePower.value,engine_detailsenginePower.unitCode,itemOffered.vehicleInteriorColor,itemOffered.fuelConsumption.@type,itemOffered.fuelConsumption.value,itemOffered.fuelConsumption.unitText,offeredBy.image,itemOffered.numberOfForwardGears,itemOffered.fuelConsumption,engineDisplacement
0,Offer,4900,EUR,UsedCondition,InStock,L V4,164,,,,,,,,,Car,Saab 96,https://prod.pictures.autoscout24.net/listing-images/98953b19-8ceb-406b-9167-5af69034eb0c_5a803624-9d67-4d8c-8018-65e726d07171.jpg/1280x960.webp,Saab,96,Czerwony,Limuzyna,98953b19-8ceb-406b-9167-5af69034eb0c,1978-12-01,Na przednie koła,Manualna,2.0,4.0,QuantitativeValue,74088,KMT,materiał,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'fuelType': 'Liquid petroleum gas (LPG)', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 68, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 50, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1499, 'unitCode': 'CMQ'}}]",,EngineSpecification,Liquid petroleum gas (LPG),"[{'@type': 'QuantitativeValue', 'value': 68, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 50, 'unitCode': 'KWT'}]",QuantitativeValue,1499.0,CMQ,,,,QuantitativeValue,68.0,BHP,,,Szary,,,,,4.0,,
0,Offer,4450,EUR,UsedCondition,InStock,1.9 TiD Linear Cabrio 180pk,165,,,,,,,,,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/bd541138-cb4c-4d79-92c5-6d9fc9514a16_a91fb553-e88c-483c-987e-b3bf01562fec.jpg/1280x960.webp,Saab,9-3,Czarny,Kabriolet,bd541138-cb4c-4d79-92c5-6d9fc9514a16,2007-04-01,,Manualna,2.0,4.0,QuantitativeValue,233000,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO4,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 179, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 132, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1910, 'unitCode': 'CMQ'}}]",169.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 179, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 132, 'unitCode': 'KWT'}]",QuantitativeValue,1910.0,CMQ,,,,QuantitativeValue,179.0,BHP,,,,QuantitativeValue,6.3,l/100km,,,,
0,Offer,12000,EUR,UsedCondition,InStock,3p 2.0 ts SE,166,,,,,,,,,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/587dc86c-a9a9-4225-81f7-7e80cce937fc_e98cf763-3c2e-4aac-8202-e7cc85eea619.jpg/1280x960.webp,Saab,9-3,Niebieski,Kabriolet,587dc86c-a9a9-4225-81f7-7e80cce937fc,1999-02-01,,Manualna,2.0,4.0,QuantitativeValue,55000,KMT,skóra,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 200, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 147, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 200, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 147, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,200.0,BHP,,,Beżowy,QuantitativeValue,9.8,l/100km,,,,
0,Offer,10450,EUR,UsedCondition,InStock,CS 2.3 16 Turbo,167,,,,,,,,,Car,Saab 9000,https://prod.pictures.autoscout24.net/listing-images/a5b16366-b0d2-4517-aa58-8afccbed2b96_e2f46e32-a4c7-4546-921e-4b8f86664dd9.jpg/1280x960.webp,Saab,9000,Niebieski,Limuzyna,a5b16366-b0d2-4517-aa58-8afccbed2b96,1992-05-01,Na przednie koła,Automatyczna,5.0,5.0,QuantitativeValue,144000,KMT,Alcantara,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'fuelType': 'Super E10 95', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 175, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 129, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 2300, 'unitCode': 'CMQ'}}]",,EngineSpecification,Super E10 95,"[{'@type': 'QuantitativeValue', 'value': 175, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 129, 'unitCode': 'KWT'}]",QuantitativeValue,2300.0,CMQ,,,,QuantitativeValue,175.0,BHP,,,Szary,,,,,5.0,,
0,Offer,25950,EUR,UsedCondition,InStock,Cabrio 2.0T Aero Automaat | 210 PK,168,AutoDealer,+31 (0)486 - 451604,Autobedrijf van Dongen B.V.,PostalAddress,Langenboomseweg 97,ZEELAND,5411 AT,NL,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/f62bec62-caf0-4e14-af38-bf871dcdda59_039b1984-82ef-4d7e-944d-ec6227c89680.jpg/1280x960.webp,Saab,9-3,Biały,Kabriolet,f62bec62-caf0-4e14-af38-bf871dcdda59,2008-11-01,Na przednie koła,Automatyczna,2.0,4.0,QuantitativeValue,113487,KMT,skóra,2.0,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 209, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 154, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1998, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 209, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 154, 'unitCode': 'KWT'}]",QuantitativeValue,1998.0,CMQ,,,,QuantitativeValue,209.0,BHP,,,Beżowy,QuantitativeValue,10.0,l/100km,https://prod.pictures.autoscout24.net/dealer-info/15446969-original-212043b5-09b0-439f-b032-cd0d61057c72/resize/200x100%3E/quality/90,,,
0,Offer,12750,EUR,UsedCondition,InStock,2.0T BP Vector,169,,,,,,,,,Car,Saab 9-5,https://prod.pictures.autoscout24.net/listing-images/f7e5897c-52b6-455d-99a1-090d185e9f28_7ce5b701-9c43-450d-8bd8-5ccf0602cdba.jpg/1280x960.webp,Saab,9-5,Szary,Limuzyna,f7e5897c-52b6-455d-99a1-090d185e9f28,2010-12-01,Na przednie koła,Manualna,4.0,5.0,QuantitativeValue,181000,KMT,skóra czesciowa,2.0,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO5,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 220, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 162, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1998, 'unitCode': 'CMQ'}}]",189.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 220, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 162, 'unitCode': 'KWT'}]",QuantitativeValue,1998.0,CMQ,,,,QuantitativeValue,220.0,BHP,,,Czarny,QuantitativeValue,9.0,l/100km,,,,
0,Offer,13500,EUR,UsedCondition,InStock,classic turbo cabrio handgeschakeld Aero FPT rood,170,,,,,,,,,Car,Saab 900,https://prod.pictures.autoscout24.net/listing-images/6f0da50d-884f-49b7-9b15-775c10c6b5f9_87f0c970-aaeb-468f-aef4-c8da330d2deb.jpg/1280x960.webp,Saab,900,Czerwony,Kabriolet,6f0da50d-884f-49b7-9b15-775c10c6b5f9,1989-06-01,,Manualna,2.0,5.0,QuantitativeValue,170000,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 175, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 129, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1971, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 175, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 129, 'unitCode': 'KWT'}]",QuantitativeValue,1971.0,CMQ,,,,QuantitativeValue,175.0,BHP,,,,,,,,5.0,,
0,Offer,2000,EUR,UsedCondition,InStock,2.3 Turbo Aero,171,,,,,,,,,Car,Saab 9-5,https://prod.pictures.autoscout24.net/listing-images/f16e62a0-1f4f-494f-981e-caae681dcff3_5ea4810b-2be2-4016-810a-59ba1aedcc8d.jpg/1280x960.webp,Saab,9-5,Niebieski,Limuzyna,f16e62a0-1f4f-494f-981e-caae681dcff3,2000-06-01,Na przednie koła,Automatyczna,4.0,5.0,QuantitativeValue,260000,KMT,skóra,3.0,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 230, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 169, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 2290, 'unitCode': 'CMQ'}}]",219.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 230, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 169, 'unitCode': 'KWT'}]",QuantitativeValue,2290.0,CMQ,,,,QuantitativeValue,230.0,BHP,,,Czarny,QuantitativeValue,9.1,l/100km,,5.0,,
0,Offer,4300,EUR,UsedCondition,InStock,1498ccm,173,,,,,,,,,Car,Saab 96,https://prod.pictures.autoscout24.net/listing-images/088e6815-a336-4c1c-9b0e-6ac03e0b3620_5e51223b-846e-49f0-aa93-dccd5acd1ce7.jpg/1280x960.webp,Saab,96,Biały,Pozostałe,088e6815-a336-4c1c-9b0e-6ac03e0b3620,1973-03-01,,,,,QuantitativeValue,41434,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 65, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 48, 'unitCode': 'KWT'}]}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 65, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 48, 'unitCode': 'KWT'}]",,,,,,,QuantitativeValue,65.0,BHP,,,,,,,,,,
0,Offer,8800,EUR,UsedCondition,InStock,"Aero 2,3 Turbo S Ecopower Sentronic Aut.",174,AutoDealer,+43 (0)2236 - 203882,Autohaus Ebner GmbH,PostalAddress,Ziegelofengasse 3,Brunn am Gebirge,2345,AT,Car,Saab 9-5,https://prod.pictures.autoscout24.net/listing-images/6232b38a-d24e-4586-b250-081019d5a0c3_0e077d40-59cd-4dda-ad68-6f64e7202b17.jpg/1280x960.webp,Saab,9-5,Czarny,Limuzyna,6232b38a-d24e-4586-b250-081019d5a0c3,2007-04-01,Na przednie koła,Automatyczna,4.0,5.0,QuantitativeValue,183800,KMT,skóra,,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO4,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 260, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 191, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 2290, 'unitCode': 'CMQ'}}]",244.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 260, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 191, 'unitCode': 'KWT'}]",QuantitativeValue,2290.0,CMQ,,,,QuantitativeValue,260.0,BHP,,,,QuantitativeValue,10.2,l/100km,https://prod.pictures.autoscout24.net/dealer-info/18742628-original-f8248542be9d20f02eaf55a82126a626/resize/200x100%3E/quality/90,5.0,,
0,Offer,3900,EUR,UsedCondition,InStock,2.0 T Vector Aero Cabriolet Rechtsgestuurd,175,,,,,,,,,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/850e1bfc-85d7-457e-8caa-bf477e4e4193_f625eb80-aaf4-46b1-a40a-b67b2af577a9.jpg/1280x960.webp,Saab,9-3,Czarny,Kabriolet,850e1bfc-85d7-457e-8caa-bf477e4e4193,2005-07-01,Na przednie koła,Manualna,2.0,4.0,QuantitativeValue,186045,KMT,skóra,2.0,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO4,"[{'@type': 'EngineSpecification', 'fuelType': 'Super E10 95', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 209, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 154, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 2000, 'unitCode': 'CMQ'}}]",218.0,EngineSpecification,Super E10 95,"[{'@type': 'QuantitativeValue', 'value': 209, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 154, 'unitCode': 'KWT'}]",QuantitativeValue,2000.0,CMQ,,,,QuantitativeValue,209.0,BHP,,,Beżowy,,,,,,,
0,Offer,14944,EUR,UsedCondition,InStock,"2.8T AERO EXKLUSIV XWD AUTOMAAT,SCHUIF PANORAMADAK",176,AutoDealer,+31 (0)33 - 8080338,Veldhuizen Dealer Occasions,PostalAddress,Nieuwe Kerkstraat 53a,NIJKERKERVEEN,3864 EB,NL,Car,Saab 9-5,https://prod.pictures.autoscout24.net/listing-images/2f5f76c9-ca5e-46d7-b2d0-a6a8333b0737_bf9dd18b-422e-4dc3-b545-308d6d40f97a.jpg/1280x960.webp,Saab,9-5,Szary,Limuzyna,2f5f76c9-ca5e-46d7-b2d0-a6a8333b0737,2010-11-01,4x4,Automatyczna,4.0,5.0,QuantitativeValue,223692,KMT,skóra,,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO5,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 300, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 221, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 2792, 'unitCode': 'CMQ'}}]",244.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 300, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 221, 'unitCode': 'KWT'}]",QuantitativeValue,2792.0,CMQ,,,,QuantitativeValue,300.0,BHP,,,Czarny,QuantitativeValue,10.6,l/100km,,6.0,,
0,Offer,8500,EUR,UsedCondition,InStock,5p 2.0i turbo,177,,,,,,,,,Car,Saab 900,https://prod.pictures.autoscout24.net/listing-images/0e92bf6b-8c4a-4ecd-9b4d-c7cae90e2f35_5ec51745-5318-432b-9204-856f37c8b0d5.jpg/1280x960.webp,Saab,900,Szary,Pozostałe,0e92bf6b-8c4a-4ecd-9b4d-c7cae90e2f35,1983-01-01,,Manualna,5.0,5.0,QuantitativeValue,154000,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 144, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 106, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 144, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 106, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,144.0,BHP,,,,,,,,,,
0,Offer,9950,EUR,UsedCondition,InStock,Uit verzameling + nieuwe APK,178,AutoDealer,+31 (0)6 - 24716382,Your Classic Car,PostalAddress,Nikkelstraat 27-17,NAARDEN,1411 AG,NL,Car,Saab 95,https://prod.pictures.autoscout24.net/listing-images/125ece46-9ee8-4d34-9c91-e460067938e0_8e1b7d2a-5db5-4767-afd5-fc9ce760abd9.jpg/1280x960.webp,Saab,95,Niebieski,Kombi/Van,125ece46-9ee8-4d34-9c91-e460067938e0,1976-11-01,,Manualna,3.0,,QuantitativeValue,137944,KMT,materiał,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 68, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 50, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1499, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 68, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 50, 'unitCode': 'KWT'}]",QuantitativeValue,1499.0,CMQ,,,,QuantitativeValue,68.0,BHP,,,Niebieski,,,,https://prod.pictures.autoscout24.net/dealer-info/34569829-original-38055bd2-660c-4a98-a1d7-e1d1162f9398.png/resize/200x100%3E/quality/90,,,
0,Offer,5900,EUR,UsedCondition,InStock,Cabriolet SE 2.0 Turbo,179,,,,,,,,,Car,Saab 900,https://prod.pictures.autoscout24.net/listing-images/6291e77f-f3d6-496b-a63e-af313d3ebd70_94ee8d1e-4fa4-46a6-bdf6-51170db5b532.jpg/1280x960.webp,Saab,900,Zielony,Kabriolet,6291e77f-f3d6-496b-a63e-af313d3ebd70,1996-03-01,Na przednie koła,Manualna,2.0,4.0,QuantitativeValue,110000,KMT,,1.0,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO1,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 185, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 136, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",149.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 185, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 136, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,185.0,BHP,,,,QuantitativeValue,7.0,l/100km,,5.0,,
0,Offer,12000,EUR,UsedCondition,InStock,900i Cabriolet 2.0-16v Turbo,180,,,,,,,,,Car,Saab 900,https://prod.pictures.autoscout24.net/listing-images/7aaf582f-43a9-488c-9c33-920067c4867d_44b30401-f915-44da-aaea-94a1bdba3dd4.jpg/1280x960.webp,Saab,900,Czarny,Kabriolet,7aaf582f-43a9-488c-9c33-920067c4867d,1988-04-01,Na przednie koła,Manualna,2.0,4.0,QuantitativeValue,163653,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 174, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 128, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",1.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 174, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 128, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,174.0,BHP,,,Czarny,QuantitativeValue,1.0,l/100km,,5.0,,
0,Offer,4000,EUR,UsedCondition,InStock,Sport Sedan 1.9 tid Linear dpf,181,,,,,,,,,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/bba9d04a-5543-41f6-8a2d-a67549c7b2f8_cbb383c7-95bd-4d3e-b5f3-99211c6e7f05.jpg/1280x960.webp,Saab,9-3,Czarny,Limuzyna,bba9d04a-5543-41f6-8a2d-a67549c7b2f8,2010-02-01,,Manualna,4.0,5.0,QuantitativeValue,165000,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 120, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 88, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1910, 'unitCode': 'CMQ'}}]",147.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 120, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 88, 'unitCode': 'KWT'}]",QuantitativeValue,1910.0,CMQ,,,,QuantitativeValue,120.0,BHP,,,,QuantitativeValue,5.4,l/100km,,6.0,,
0,Offer,6600,EUR,UsedCondition,InStock,Sport Sedan 1.9 ttid Vector dpf *UNICO PROPR.*,182,AutoDealer,+39 0541 - 1725561,Biauto Srls,PostalAddress,"Via Coriano 58,Grosrimini-Blocco93F",Rimini- RN,47924,IT,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/67020c43-8825-4389-8bfb-2582753906d1_fece434f-b735-434b-992f-0e8279a35617.jpg/1280x960.webp,Saab,9-3,Czarny,Limuzyna,67020c43-8825-4389-8bfb-2582753906d1,2009-05-01,,Manualna,4.0,5.0,QuantitativeValue,115000,KMT,skóra czesciowa,1.0,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 179, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 132, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1910, 'unitCode': 'CMQ'}}]",149.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 179, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 132, 'unitCode': 'KWT'}]",QuantitativeValue,1910.0,CMQ,,,,QuantitativeValue,179.0,BHP,,,Szary,QuantitativeValue,5.9,l/100km,https://prod.pictures.autoscout24.net/dealer-info/31122168-original-5705c6ae-930d-4af2-92a9-1ef68e512dca.png/resize/200x100%3E/quality/90,6.0,,
0,Offer,32250,EUR,UsedCondition,InStock,2.8 T V6 Aero  Cabriolet,183,AutoDealer,+31 (0)411 - 788123,Autoservice Ekkebus,PostalAddress,Industrieweg 4,BOXTEL,5281 RW,NL,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/f7ea247a-88c7-4dc7-b1b5-1375ffa7e94b_03ba44b2-a10d-40ba-9a4e-9c67e9d014b4.jpg/1280x960.webp,Saab,9-3,Niebieski,Kabriolet,f7ea247a-88c7-4dc7-b1b5-1375ffa7e94b,2009-02-01,Na przednie koła,Automatyczna,2.0,4.0,QuantitativeValue,82428,KMT,skóra,,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO4,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 280, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 206, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 2792, 'unitCode': 'CMQ'}}]",263.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 280, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 206, 'unitCode': 'KWT'}]",QuantitativeValue,2792.0,CMQ,,,,QuantitativeValue,280.0,BHP,,,Biały,QuantitativeValue,11.0,l/100km,,,,
0,Offer,5900,EUR,UsedCondition,InStock,2.8 Turbo V6 Aero-BSR LPG Leder Navi Klima,184,AutoDealer,+49 (0)221 - 57143395,Car-Union.de,PostalAddress,Wikingerstr. 46,Köln,51107,DE,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/74e5f991-3ffa-4053-987a-4b71d13bb24a_928a249d-32c2-4565-8c18-4d0b6a6abb2a.jpg/1280x960.webp,Saab,9-3,Czerwony,Limuzyna,74e5f991-3ffa-4053-987a-4b71d13bb24a,2007-01-01,Na przednie koła,Manualna,4.0,5.0,QuantitativeValue,104000,KMT,skóra,1.0,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO4,"[{'@type': 'EngineSpecification', 'fuelType': 'Super 95', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 257, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 189, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 2792, 'unitCode': 'CMQ'}}]",,EngineSpecification,Super 95,"[{'@type': 'QuantitativeValue', 'value': 257, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 189, 'unitCode': 'KWT'}]",QuantitativeValue,2792.0,CMQ,,,,QuantitativeValue,257.0,BHP,,,,,,,https://prod.pictures.autoscout24.net/dealer-info/32308-original-6248971f-1385-4690-b2b7-d89af18cb59b/resize/200x100%3E/quality/90,6.0,,
0,Offer,6750,EUR,UsedCondition,InStock,TURBO TALLADEGA SENSONIC,185,AutoDealer,+31 (0)522 - 788120,SAAB Specials,PostalAddress,Oeverlandenweg 1,MEPPEL,7944 HZ,NL,Car,Saab 900,https://prod.pictures.autoscout24.net/listing-images/3a959868-b83d-4bc5-a00e-44fdb556fe3a_57689966-5ece-4aa8-8abd-9b3f0d1bbbdc.jpg/1280x960.webp,Saab,900,Czerwony,Sportowy (Coupe),3a959868-b83d-4bc5-a00e-44fdb556fe3a,1997-12-01,,Półautomatyczna,3.0,,QuantitativeValue,213062,KMT,skóra,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 184, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 135, 'unitCode': 'KWT'}], 'engineDisplacement': 0}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 184, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 135, 'unitCode': 'KWT'}]",,,,,,,QuantitativeValue,184.0,BHP,,,,,,,,,0.0,0.0
