,@type_x,price,priceCurrency,itemCondition,availability,version,id,offeredBy.@type,offeredBy.telephone,offeredBy.name,offeredBy.address.@type,offeredBy.address.streetAddress,offeredBy.address.addressLocality,offeredBy.address.postalCode,offeredBy.address.addressCountry,itemOffered.@type,itemOffered.name,itemOffered.image,itemOffered.manufacturer,itemOffered.model,itemOffered.color,itemOffered.bodyType,itemOffered.identifier,itemOffered.productionDate,itemOffered.driveWheelConfiguration,itemOffered.vehicleTransmission,itemOffered.numberOfDoors,itemOffered.seatingCapacity,itemOffered.mileageFromOdometer.@type,itemOffered.mileageFromOdometer.value,itemOffered.mileageFromOdometer.unitText,itemOffered.vehicleInteriorType,itemOffered.numberOfPreviousOwners,itemOffered.hasEnergyConsumptionDetails.@type,itemOffered.hasEnergyConsumptionDetails.energyEfficiencyScaleMax,itemOffered.hasEnergyConsumptionDetails.energyEfficiencyScaleMin,itemOffered.hasEnergyConsumptionDetails.hasEnergyEfficiencyCategory,itemOffered.vehicleEngine,itemOffered.emissionsCO2,@type_y,fuelType,enginePower,engineDisplacement.@type,engineDisplacement.value,engineDisplacement.unitCode,enginevehicleEngine.fuelType,engineengineDisplacement.value,engineengineDisplacement.unitCode,@type,value,unitCode,engine_detailsenginePower.value,engine_detailsenginePower.unitCode,itemOffered.vehicleInteriorColor,itemOffered.fuelConsumption.@type,itemOffered.fuelConsumption.value,itemOffered.fuelConsumption.unitText,offeredBy.image,itemOffered.numberOfForwardGears,itemOffered.fuelConsumption,engineDisplacement
0,Offer,4900,EUR,UsedCondition,InStock,lpt 16V S,29,AutoDealer,+39 041 - 8686246,Meccatronica San Marco Snc,PostalAddress,"Via della Vittoria, 121a",Mirano - Venezia - Ve,30035,IT,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/47a351e7-4b63-4ae1-a0da-5954394376d2_23f19d18-2643-4088-8ac8-33e3e0a31819.jpg/1280x960.webp,Saab,9-3,Niebieski,Kabriolet,47a351e7-4b63-4ae1-a0da-5954394376d2,2003-02-01,Na przednie koła,Manualna,2.0,4.0,QuantitativeValue,189664,KMT,skóra,,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO3,"[{'@type': 'EngineSpecification', 'fuelType': 'Regular/Benzine E10 91', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",201.0,EngineSpecification,Regular/Benzine E10 91,"[{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,150.0,BHP,,,Beżowy,QuantitativeValue,8.5,l/100km,https://prod.pictures.autoscout24.net/dealer-info/3075665-original-a175e5c5-ad2c-423f-a556-c2ca2003d1b1/resize/200x100%3E/quality/90,5.0,,
0,Offer,15999,EUR,UsedCondition,InStock,2.0t 196PS Vector Cabrio Hirsch Performance,30,AutoDealer,+49 (0)3328 - 3234008,Autohaus Klann GmbH,PostalAddress,Lichterfelder Allee 14,Teltow,14513,DE,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/46c43de9-7b51-4413-85fc-f428b0f86074_53d6c65f-fa71-4819-9408-3b19945ded71.jpg/1280x960.webp,Saab,9-3,Czarny,Kabriolet,46c43de9-7b51-4413-85fc-f428b0f86074,2005-10-01,,Manualna,2.0,4.0,QuantitativeValue,94757,KMT,skóra,,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO4,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 196, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 144, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1998, 'unitCode': 'CMQ'}}]",212.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 196, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 144, 'unitCode': 'KWT'}]",QuantitativeValue,1998.0,CMQ,,,,QuantitativeValue,196.0,BHP,,,Szary,QuantitativeValue,8.9,l/100km,https://prod.pictures.autoscout24.net/dealer-info/13514388-original-08ae5945-0376-41fe-a0c1-c6bd5898f021.jpg/resize/200x100%3E/quality/90,,,
0,Offer,2499,EUR,UsedCondition,InStock,2.0t - AUTOMAAT - CLIMATE/CRUISE CONTR - KOUDE AIR,31,AutoDealer,+31 (0)251 - 788101,Autobedrijf Verhoefen,PostalAddress,Leeghwaterweg 31c,VELSEN NOORD,1951 NA,NL,Car,Saab 9-5,https://prod.pictures.autoscout24.net/listing-images/4465fdbc-45d1-4bd4-bbec-435a2301c59d_a92f9f05-b6ec-44a0-b86e-f38573ad061a.jpg/1280x960.webp,Saab,9-5,Czarny,Limuzyna,4465fdbc-45d1-4bd4-bbec-435a2301c59d,2001-05-01,Na przednie koła,Automatyczna,4.0,5.0,QuantitativeValue,333049,KMT,materiał,,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO3,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",224.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,150.0,BHP,,,Czarny,QuantitativeValue,10.4,l/100km,https://prod.pictures.autoscout24.net/dealer-info/26167267-original-e243e4d0-f909-4f57-a15b-7ca480cad3ff.png/resize/200x100%3E/quality/90,5.0,,
0,Offer,26900,EUR,UsedCondition,InStock,Cabrio 2.0 T Vector Hirsch,32,AutoDealer,+31 (0)573 - 788145,Saab van Aalderen,PostalAddress,Larenseweg 55,LOCHEM,7241 CM,NL,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/e9f997b6-82ca-4b3e-8025-36813b28a233_640ec1bb-2038-4c47-8df2-8e288406fe59.jpg/1280x960.webp,Saab,9-3,Czarny,Kabriolet,e9f997b6-82ca-4b3e-8025-36813b28a233,2008-03-01,Na przednie koła,Manualna,2.0,4.0,QuantitativeValue,87998,KMT,skóra,,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO4,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 230, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 169, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1998, 'unitCode': 'CMQ'}}]",231.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 230, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 169, 'unitCode': 'KWT'}]",QuantitativeValue,1998.0,CMQ,,,,QuantitativeValue,230.0,BHP,,,,QuantitativeValue,7.9,l/100km,,6.0,,
0,Offer,3950,EUR,UsedCondition,InStock,Cabrio 2.0 S AUTOMAAT + LEDER,33,AutoDealer,+31 (0)344 - 788217,Autobedrijf Hazet Ochten B.V.,PostalAddress,Transitoweg 2,OCHTEN,4051 CA,NL,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/f4aa34fc-39c9-4b89-8a49-3092a33c9bf7_b201af34-cd00-420b-b75d-62bad5853563.jpg/1280x960.webp,Saab,9-3,Czarny,Kabriolet,f4aa34fc-39c9-4b89-8a49-3092a33c9bf7,1998-05-01,Na przednie koła,Automatyczna,2.0,4.0,QuantitativeValue,212883,KMT,skóra,2.0,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO2,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 131, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 96, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",255.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 131, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 96, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,131.0,BHP,,,,QuantitativeValue,10.7,l/100km,https://prod.pictures.autoscout24.net/dealer-info/8316-original-ad17cce4-ff61-42a6-af2f-52ea06e58f4a/resize/200x100%3E/quality/90,,,
0,Offer,27800,EUR,UsedCondition,InStock,99 EMS 2.0,34,AutoDealer,+34 - 919379284,"AUTO 1 GESTION INTEGRAL, S.L.",PostalAddress,C/PLOMO 9,SAN MARTIN DE LA VEGA,28330,ES,Car,Saab 900,https://prod.pictures.autoscout24.net/listing-images/1c2d8492-e6b7-4de9-839f-24422f5b6d97_0dbfedca-f2a8-435e-9abf-55ce3a761805.jpg/1280x960.webp,Saab,900,Czarny,Sportowy (Coupe),1c2d8492-e6b7-4de9-839f-24422f5b6d97,1973-01-01,,Manualna,2.0,,QuantitativeValue,4000,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 109, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 80, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 109, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 80, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,109.0,BHP,,,,,,,,,,
0,Offer,9500,EUR,UsedCondition,InStock,Cabrio 1.8t Linear,35,AutoDealer,+31 (0)26 - 8080262,Autobedrijf J.P. Wijlhuizen,PostalAddress,Wilhelminastraat 22b,VELP GLD,6881 LJ,NL,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/43b6a2ce-4e24-4a06-bfa5-91d2a853d8da_65f1b188-535c-42b1-8570-871b07d52f95.jpg/1280x960.webp,Saab,9-3,Czarny,Kabriolet,43b6a2ce-4e24-4a06-bfa5-91d2a853d8da,2006-05-01,Na przednie koła,Automatyczna,2.0,4.0,QuantitativeValue,219236,KMT,skóra,,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO4,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1998, 'unitCode': 'CMQ'}}]",233.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}]",QuantitativeValue,1998.0,CMQ,,,,QuantitativeValue,150.0,BHP,,,Niebieski,QuantitativeValue,9.7,l/100km,,5.0,,
0,Offer,5950,EUR,UsedCondition,InStock,2.0 Turbo S CABRIOLET automaat 188.000km #YOUNGTIM,36,AutoDealer,+31 (0)571 - 788106,Autobedrijf Jan de Croon B.V.,PostalAddress,Leigraaf 44,TWELLO,7391 AL,NL,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/0c6e2a10-e0fa-43f2-97d3-ea4837f96d72_7b4c2a3e-fb4a-498d-9761-9ae528409982.jpg/1280x960.webp,Saab,9-3,Czarny,Kabriolet,0c6e2a10-e0fa-43f2-97d3-ea4837f96d72,2000-05-01,,Automatyczna,2.0,,QuantitativeValue,188155,KMT,skóra,,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO2,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 154, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 113, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",253.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 154, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 113, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,154.0,BHP,,,,QuantitativeValue,10.6,l/100km,https://prod.pictures.autoscout24.net/dealer-info/8251-original-02a7c721-0fb9-43e1-af2c-76f3076f4587.jpg/resize/200x100%3E/quality/90,,,
0,Offer,6400,EUR,UsedCondition,InStock,Sport Sedan 1.8 Linear Leer,37,AutoDealer,+31 (0)512 - 788144,Garage Ploegh,PostalAddress,Molenweg 4,SURHUISTERVEEN,9231 HS,NL,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/19a1d9db-7414-470b-adbf-1c371f85f81d_4101b786-4aa8-4be5-b9ea-85ad52e7821e.jpg/1280x960.webp,Saab,9-3,Niebieski,Limuzyna,19a1d9db-7414-470b-adbf-1c371f85f81d,2008-11-01,Na przednie koła,Manualna,4.0,5.0,QuantitativeValue,242679,KMT,skóra,7.0,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO4,"[{'@type': 'EngineSpecification', 'fuelType': 'Super 95', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 122, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 90, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1796, 'unitCode': 'CMQ'}}]",183.0,EngineSpecification,Super 95,"[{'@type': 'QuantitativeValue', 'value': 122, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 90, 'unitCode': 'KWT'}]",QuantitativeValue,1796.0,CMQ,,,,QuantitativeValue,122.0,BHP,,,,QuantitativeValue,7.7,l/100km,https://prod.pictures.autoscout24.net/dealer-info/2227420-original-c3e29df5-c41e-4630-82ae-927c1cdaa518.png/resize/200x100%3E/quality/90,,,
0,Offer,4950,EUR,UsedCondition,InStock,Cabrio 2.0T S + LEDER / STOELVERWARMING / CLIMATE,38,AutoDealer,+31 (0)344 - 788217,Autobedrijf Hazet Ochten B.V.,PostalAddress,Transitoweg 2,OCHTEN,4051 CA,NL,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/1932c078-037e-4b1a-8fdc-e117f131d157_fe1a102c-6f4d-40a5-b316-b140c78562ac.jpg/1280x960.webp,Saab,9-3,Czarny,Kabriolet,1932c078-037e-4b1a-8fdc-e117f131d157,2002-03-01,Na przednie koła,Manualna,2.0,4.0,QuantitativeValue,201672,KMT,skóra,7.0,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO3,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",201.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,150.0,BHP,,,,QuantitativeValue,8.5,l/100km,https://prod.pictures.autoscout24.net/dealer-info/8316-original-ad17cce4-ff61-42a6-af2f-52ea06e58f4a/resize/200x100%3E/quality/90,5.0,,
